datetime,station_id,Barometer,HumOut,RainDay,WindSpeed,WindSpeed10Min,wind_sin,wind_cos,TempOut
2025-01-15 11:00:00,8,0.3785128566383946,0.5120295419952954,0.0,0.05284779397188031,0.06013745704467354,0.5537877921337016,0.9837602201994966,0.2825729794793386
2025-01-15 12:00:00,8,0.3785128566383946,0.5120295419952954,0.0,0.05284779397188031,0.06013745704467354,0.5537877921337016,0.9837602201994966,0.2825729794793386
2025-01-15 13:00:00,8,0.3785128566383946,0.5120295419952954,0.0,0.05284779397188031,0.06013745704467354,0.5537877921337016,0.9837602201994966,0.2825729794793386
2025-01-15 14:00:00,8,0.3785128566383946,0.5120295419952954,0.0,0.05284779397188031,0.06013745704467354,0.5537877921337016,0.9837602201994966,0.2825729794793386
2025-01-15 15:00:00,8,0.3785128566383946,0.5265692022969419,0.0,0.05424403086941622,0.06510095529357601,0.5650455436119757,0.9520144439753477,0.2776021028749746
2025-01-15 16:00:00,8,0.3785128566383946,0.5411088625985886,0.0,0.05564026776695213,0.0700644535424785,0.5763032950902498,0.9202686677511989,0.27263122627061065
2025-01-15 17:00:00,8,0.3785128566383946,0.5556485229002351,0.0,0.057036504664488036,0.07502795179138098,0.5875610465685239,0.88852289152705,0.26766034966624663
2025-01-15 18:00:00,8,0.3785128566383946,0.5701881832018818,0.0,0.05843274156202394,0.07999145004028346,0.5988187980467979,0.8567771153029011,0.2626894730618827
2025-01-15 19:00:00,8,0.3785128566383946,0.5847278435035284,0.0,0.05982897845955985,0.08495494828918594,0.6100765495250721,0.8250313390787523,0.25771859645751866
2025-01-15 20:00:00,8,0.3785128566383946,0.599267503805175,0.0,0.061225215357095755,0.08991844653808842,0.6213343010033462,0.7932855628546033,0.2527477198531547
2025-01-16 10:00:00,8,0.3785128566383946,0.8028227480282274,0.0,0.08077253192259846,0.06094602789569436,0.7789428216991837,0.34884469571651894,0.1831554473920588
2025-01-16 11:00:00,8,0.3785128566383946,0.8028227480282274,0.0,0.08077253192259846,0.06094602789569436,0.7789428216991837,0.34884469571651894,0.1831554473920588
2025-01-16 12:00:00,8,0.3785128566383946,0.8028227480282274,0.0,0.08077253192259846,0.06094602789569436,0.7789428216991837,0.34884469571651894,0.1831554473920588
2025-01-16 13:00:00,8,0.3785128566383946,0.8028227480282274,0.0,0.08077253192259846,0.06094602789569436,0.7789428216991837,0.34884469571651894,0.1831554473920588
2025-01-16 14:00:00,8,0.3785128566383946,0.7992613949819882,0.0,0.08863952905343318,0.06094602789569436,0.7649975845697605,0.38140246093069297,0.1868403670667736
2025-01-16 15:00:00,8,0.3785128566383946,0.7957000419357488,0.0,0.09650652618426793,0.06094602789569436,0.7510523474403372,0.41396022614486705,0.19052528674148841
2025-01-16 16:00:00,8,0.3785128566383946,0.7921386888895097,0.0,0.10437352331510265,0.06094602789569436,0.7371071103109139,0.4465179913590411,0.19421020641620323
2025-01-16 17:00:00,8,0.3785128566383946,0.7885773358432704,0.0,0.11224052044593738,0.06094602789569436,0.7231618731814907,0.4790757565732151,0.19789512609091803
2025-01-16 18:00:00,8,0.3785128566383946,0.7850159827970312,0.0,0.1201075175767721,0.06094602789569436,0.7092166360520675,0.5116335217873892,0.20158004576563285
2025-01-16 19:00:00,8,0.3785128566383946,0.7814546297507918,0.0,0.12797451470760682,0.06094602789569436,0.6952713989226442,0.5441912870015633,0.20526496544034764
2025-01-17 10:00:00,8,0.3785128566383946,0.7280343340572029,0.0,0.24597947167012768,0.2785313799963827,0.5976911747393163,0.6302690562518253,0.2605387605610698
2025-01-17 11:00:00,8,0.3785128566383946,0.75093399750934,0.0,0.2234640563755427,0.23226197695573075,0.6772231505287161,0.3865514962477431,0.25318102478848453
2025-01-17 11:00:00,6,0.3785128566383946,0.6525058521951616,0.0,0.16368309408555548,0.20813405604563004,0.5578580021358598,0.9199466898902404,0.31638813246737585
2025-01-17 11:00:00,3,0.3785128566383946,0.6718696132441199,0.0,0.2097939789285998,0.24826722581396699,0.5827530043193319,0.9174271508932004,0.3156916916340637
2025-01-17 11:00:00,5,0.3785128566383946,0.6988061283244668,0.0,0.2090086091946576,0.24047064785342137,0.9584758369431876,0.5988530168157504,0.30843529730161334
2025-01-17 11:00:00,7,0.3785128566383946,0.6786947321528009,0.0,0.10927985795513585,0.09275860351611136,0.5130413078170502,0.5754344096240797,0.3017946306626525
2025-01-17 12:00:00,6,0.3785128566383946,0.6356863516200213,0.0,0.17606994897162911,0.18885271598239584,0.5906162759357533,0.9249633579134768,0.32679193599535195
2025-01-17 12:00:00,4,0.3785128566383946,0.6549735030432415,0.0,0.4008857849721103,0.4457684354591571,0.9767928596386173,0.6099518261659118,0.32686235157963495
2025-01-17 12:00:00,2,0.3785128566383946,0.6695592586003545,0.0,0.3218773269107753,0.36546119020345824,0.5540087463263708,0.9772183125595335,0.33389386259994935
2025-01-17 12:00:00,5,0.3785128566383946,0.698914709253298,0.0,0.1943318743553389,0.21288551730100067,0.9407036822780257,0.6415232878040525,0.3174683537097221
2025-01-17 12:00:00,3,0.3785128566383946,0.6423986971932176,0.0,0.22315385077193897,0.26108154378651977,0.5753741016040389,0.8941504770145512,0.3276714574937413
2025-01-17 12:00:00,1,0.3785128566383946,0.6219185877684816,0.0,0.2554055951670034,0.27967345885162065,0.69597025958243,0.8873511759227495,0.3283148105382127
2025-01-17 12:00:00,8,0.3785128566383946,0.6804163349189173,0.0,0.22351576734348289,0.2706996044868054,0.6194874275765597,0.5860585798928485,0.2908970084616698
2025-01-17 12:00:00,7,0.3785128566383946,0.6786947321528009,0.0,0.20502397179452359,0.09275860351611136,0.6167829843869288,0.8991059649610269,0.3126147921457127
2025-01-17 13:00:00,6,0.3785128566383946,0.609988185330651,0.0,0.21045862538036217,0.22913031985196933,0.6706243101294924,0.9236751774681495,0.3403581340636484
2025-01-17 13:00:00,8,0.3785128566383946,0.6593770246311534,0.0,0.2331705842803916,0.27079251908233504,0.784491334133183,0.1362948755347696,0.31035264797359174
2025-01-17 13:00:00,3,0.3785128566383946,0.6123191876616534,0.0,0.22047374763371722,0.2514935236584721,0.5959262889711542,0.8816889173882227,0.34512072601662946
2025-01-17 13:00:00,4,0.3785128566383946,0.6271376884010065,0.0,0.4014640091821911,0.45426583513639635,0.9128706592222589,0.7259366426313733,0.3412558558166183
2025-01-17 13:00:00,5,0.3785128566383946,0.6318127064408264,0.0,0.2057817862693957,0.23786182615478674,0.9389838747747785,0.6312288146614548,0.3363592150272535
2025-01-17 13:00:00,7,0.3785128566383946,0.6786947321528009,0.0,0.10066023938581202,0.10309278350515465,0.46583261719748736,0.8659132401814199,0.3331656251811904
2025-01-17 13:00:00,1,0.3785128566383946,0.6056149732620321,0.0,0.20674686231380532,0.23746715180917727,0.7034687799437755,0.8599732685104045,0.33876235580913855
2025-01-17 13:00:00,2,0.3785128566383946,0.6533383044037534,0.0,0.27775159187898535,0.31521785244580197,0.5227754028121501,0.9787408450066166,0.34530725291120384
2025-01-17 14:00:00,1,0.3785128566383946,0.5915548852117365,0.0,0.22357288835166098,0.24488315143453152,0.7056781304106375,0.8645412103773947,0.3492123136699242
2025-01-17 14:00:00,6,0.3785128566383946,0.5909383778112242,0.0,0.23854749665716504,0.28029009339489386,0.6937106280834026,0.9227280111614513,0.352009973064061
2025-01-17 14:00:00,8,0.3785128566383946,0.6406379721876297,0.0,0.14689139842545526,0.2001718213058419,0.8667439948854756,0.2599866006803172,0.3122610888467355
2025-01-17 14:00:00,4,0.3785128566383946,0.6241127345951646,0.0,0.34045954407327933,0.38174211863140595,0.9552261610591429,0.673834266690446,0.34669265132925325
2025-01-17 14:00:00,2,0.3785128566383946,0.6378005556087747,0.0,0.3345426987447,0.37197991012424003,0.5150173391953986,0.979663778419537,0.3565093362137867
2025-01-17 14:00:00,5,0.3785128566383946,0.626143962205712,0.0,0.20352974866681703,0.22421882480610258,0.9140252112125857,0.682228935075452,0.34043890176667224
